# True_Mass_GeV  Predicted_Mass_GeV  Resolution_GeV
787.75  928.06  140.31
372.96  419.65  46.68
476.52  550.11  73.59
447.80  499.81  52.00
646.56  551.82  -94.74
632.33  630.39  -1.94
354.53  379.70  25.16
435.80  418.43  -17.37
636.01  510.41  -125.60
373.59  389.89  16.30
505.85  408.79  -97.06
765.61  845.10  79.49
536.60  446.88  -89.72
691.26  662.38  -28.88
436.14  479.42  43.27
517.96  446.58  -71.38
702.59  946.35  243.76
471.62  431.62  -40.00
357.70  388.63  30.92
511.53  482.40  -29.13
381.30  411.76  30.45
375.61  395.54  19.93
625.79  453.79  -172.00
571.68  773.82  202.14
400.21  460.13  59.92
551.37  578.26  26.89
756.83  448.83  -307.99
554.63  413.93  -140.71
542.27  470.30  -71.97
386.83  420.66  33.83
361.04  399.72  38.68
544.42  542.35  -2.07
355.31  411.90  56.59
590.56  469.18  -121.38
543.95  455.37  -88.57
414.70  511.70  97.00
442.00  460.00  18.00
431.78  462.55  30.77
463.35  459.26  -4.08
530.32  465.37  -64.95
408.78  421.98  13.21
879.32  624.04  -255.28
404.32  469.15  64.83
383.54  402.18  18.64
617.63  725.60  107.97
644.02  671.41  27.39
394.72  438.92  44.20
986.82  747.64  -239.18
449.53  416.25  -33.28
603.60  548.09  -55.51
332.12  377.91  45.79
521.83  452.33  -69.50
354.01  414.17  60.16
663.85  536.74  -127.11
682.69  481.34  -201.34
542.31  569.67  27.37
461.50  429.12  -32.38
804.77  717.21  -87.56
381.03  383.65  2.62
476.57  476.79  0.22
360.27  391.07  30.80
525.21  507.08  -18.13
362.74  413.89  51.15
493.20  511.54  18.34
1480.64  804.54  -676.10
483.25  457.92  -25.33
669.96  664.71  -5.26
437.72  515.14  77.41
598.04  607.87  9.83
457.30  389.61  -67.69
398.18  387.08  -11.09
398.57  437.19  38.62
650.82  708.97  58.15
457.53  467.20  9.67
456.30  495.26  38.96
600.27  614.00  13.73
468.30  493.10  24.80
467.73  540.36  72.63
486.60  478.43  -8.18
618.06  560.78  -57.28
362.23  397.68  35.45
561.95  674.11  112.16
841.16  639.90  -201.26
631.90  560.31  -71.59
353.76  408.61  54.85
582.72  546.76  -35.96
708.87  717.28  8.41
618.05  620.86  2.81
496.62  505.54  8.91
1401.14  1324.97  -76.18
573.74  704.67  130.93
687.28  797.59  110.30
456.49  460.85  4.36
404.46  416.04  11.58
422.83  407.01  -15.82
568.92  589.97  21.05
502.53  424.23  -78.30
362.88  401.29  38.41
601.99  628.57  26.58
445.53  444.07  -1.46
420.23  386.92  -33.31
878.84  707.88  -170.97
724.84  582.35  -142.49
486.49  491.07  4.59
546.63  451.50  -95.13
350.68  398.53  47.85
551.16  521.05  -30.11
721.35  582.48  -138.86
961.15  668.17  -292.97
610.98  549.67  -61.31
494.69  507.90  13.21
859.35  1018.61  159.25
461.60  389.39  -72.21
431.30  416.92  -14.38
466.11  502.93  36.82
411.01  414.22  3.21
426.60  490.52  63.92
541.57  470.76  -70.81
427.93  431.15  3.22
813.91  864.45  50.55
358.90  381.41  22.51
434.37  419.00  -15.37
775.87  748.26  -27.62
525.62  549.66  24.04
381.57  412.32  30.76
786.06  518.81  -267.25
439.33  413.96  -25.37
446.73  458.56  11.82
693.68  634.43  -59.25
369.57  390.70  21.13
500.02  659.26  159.24
694.45  858.50  164.05
451.26  416.89  -34.37
372.96  406.06  33.10
1684.85  1681.35  -3.50
380.57  410.94  30.38
659.42  656.53  -2.89
418.65  459.26  40.61
396.45  558.86  162.40
426.28  454.35  28.07
656.79  612.60  -44.19
379.45  402.63  23.17
568.75  476.22  -92.53
388.70  446.39  57.69
460.31  484.83  24.52
567.77  437.24  -130.53
623.49  664.99  41.50
517.39  401.15  -116.24
770.14  672.42  -97.72
1262.00  1015.91  -246.09
510.00  518.52  8.52
442.10  620.45  178.35
411.42  424.06  12.64
452.86  498.95  46.09
402.97  391.59  -11.38
480.50  440.13  -40.37
712.17  610.56  -101.61
607.70  577.81  -29.89
394.76  469.18  74.42
817.62  730.16  -87.46
486.21  521.61  35.39
570.70  434.40  -136.30
351.21  378.42  27.21
617.57  606.86  -10.71
491.53  471.58  -19.95
763.87  711.07  -52.79
427.73  413.41  -14.33
495.52  554.17  58.65
672.48  615.81  -56.67
603.50  597.62  -5.88
427.80  416.95  -10.86
614.59  521.68  -92.91
730.61  612.08  -118.53
642.60  646.63  4.03
380.74  398.95  18.21
454.78  444.28  -10.50
461.25  637.84  176.58
498.97  553.82  54.84
445.48  424.16  -21.32
356.48  397.68  41.20
439.89  495.35  55.47
420.20  498.91  78.71
404.46  427.40  22.93
412.23  439.61  27.38
602.22  614.57  12.35
359.91  437.41  77.50
437.41  459.70  22.29
645.30  650.93  5.63
1236.95  836.86  -400.09
792.02  936.24  144.23
767.77  1185.79  418.02
397.30  432.25  34.95
521.21  618.70  97.49
495.19  581.50  86.31
372.81  403.66  30.85
495.77  511.16  15.39
577.87  447.30  -130.58
499.81  592.64  92.83
609.65  604.24  -5.40
674.19  793.93  119.74
495.28  538.16  42.88
924.27  1250.40  326.13
436.12  474.80  38.68
571.21  531.88  -39.33
541.68  457.21  -84.47
470.74  518.06  47.33
469.69  492.45  22.76
356.66  384.23  27.57
375.79  459.27  83.49
549.06  481.07  -67.99
375.73  403.82  28.09
409.32  422.59  13.27
888.32  793.35  -94.97
1024.18  1039.50  15.32
554.11  498.97  -55.14
359.97  400.07  40.11
428.52  439.73  11.21
470.08  540.22  70.13
708.68  558.92  -149.76
669.91  811.33  141.43
557.14  630.65  73.52
619.73  508.78  -110.95
359.16  385.02  25.86
394.30  407.49  13.19
393.89  466.09  72.20
503.56  693.03  189.47
622.47  539.96  -82.50
599.98  465.18  -134.80
446.32  395.63  -50.68
839.23  634.39  -204.84
459.17  480.60  21.43
577.06  508.29  -68.78
442.54  420.87  -21.67
648.67  755.36  106.69
369.71  402.42  32.71
639.03  608.20  -30.83
390.62  406.48  15.86
500.25  526.15  25.90
365.59  397.56  31.97
437.48  410.26  -27.21
444.88  440.42  -4.46
434.64  403.34  -31.30
521.01  515.67  -5.34
457.70  411.27  -46.43
835.09  801.75  -33.33
448.63  493.75  45.12
508.31  480.23  -28.07
542.68  519.81  -22.87
398.16  444.42  46.27
365.30  446.17  80.87
387.79  406.67  18.88
384.82  403.04  18.22
411.95  485.65  73.70
384.88  404.56  19.67
451.84  490.96  39.12
521.37  576.07  54.70
506.28  471.31  -34.97
1034.97  917.20  -117.77
459.78  411.34  -48.44
351.47  383.96  32.49
503.40  560.67  57.27
866.52  1003.08  136.55
391.36  429.86  38.50
615.02  467.06  -147.96
453.74  596.45  142.71
493.15  600.49  107.34
487.39  517.19  29.80
460.75  411.52  -49.23
533.09  526.47  -6.61
514.93  474.28  -40.65
778.01  789.91  11.90
655.39  657.43  2.04
466.31  514.67  48.36
498.22  433.23  -64.99
466.39  516.43  50.04
413.91  410.16  -3.75
356.91  386.32  29.41
675.26  615.10  -60.16
447.91  428.38  -19.54
446.58  713.32  266.74
365.47  401.12  35.65
396.39  470.36  73.97
910.55  761.01  -149.54
955.23  1201.11  245.87
445.97  414.00  -31.96
810.21  645.64  -164.57
587.69  619.72  32.04
607.13  636.37  29.23
351.31  373.43  22.12
604.82  509.01  -95.81
397.04  455.64  58.60
484.66  527.39  42.73
576.98  599.15  22.17
382.20  389.12  6.92
408.03  494.06  86.03
571.15  698.79  127.64
470.78  655.26  184.47
661.24  747.02  85.78
494.84  478.24  -16.60
438.17  454.78  16.61
599.40  502.14  -97.26
456.69  432.39  -24.30
540.75  584.63  43.88
578.63  594.71  16.08
502.30  540.53  38.23
424.39  431.79  7.41
568.59  487.16  -81.44
449.90  451.84  1.95
484.51  447.24  -37.27
411.20  411.29  0.09
349.70  381.36  31.66
901.68  1019.98  118.30
688.66  670.51  -18.14
591.27  628.52  37.25
669.14  989.45  320.30
668.10  502.18  -165.92
638.42  518.34  -120.07
476.38  522.96  46.58
686.32  741.36  55.05
825.70  684.71  -140.99
460.26  419.79  -40.47
347.15  382.91  35.76
496.11  426.78  -69.33
595.86  614.70  18.85
645.04  654.92  9.88
667.98  590.04  -77.94
400.27  440.77  40.50
700.82  672.00  -28.82
383.81  434.48  50.68
496.69  415.44  -81.25
626.40  507.45  -118.96
518.15  434.25  -83.90
825.68  638.31  -187.37
682.51  684.15  1.64
357.80  434.73  76.93
386.50  381.41  -5.09
386.90  443.95  57.05
590.58  629.30  38.71
626.46  624.02  -2.44
1501.58  1564.10  62.52
392.00  436.63  44.63
356.39  400.87  44.48
384.32  393.32  9.00
731.99  690.76  -41.23
460.24  407.02  -53.22
448.36  440.46  -7.89
702.50  625.18  -77.32
584.45  470.79  -113.66
455.37  449.10  -6.28
495.09  499.02  3.93
664.80  725.54  60.74
350.42  420.03  69.60
474.31  459.09  -15.22
644.84  503.78  -141.06
382.63  398.18  15.54
535.94  550.23  14.28
559.85  509.53  -50.32
561.10  480.93  -80.17
421.16  458.70  37.53
516.87  539.78  22.91
524.76  407.70  -117.06
424.59  430.76  6.17
446.57  462.72  16.16
506.74  552.89  46.15
520.53  860.40  339.86
549.39  536.14  -13.26
393.55  445.98  52.43
824.94  844.44  19.50
402.82  430.43  27.62
466.00  428.03  -37.97
498.83  458.15  -40.69
395.56  424.81  29.25
624.51  573.16  -51.35
526.83  426.84  -99.99
821.54  801.27  -20.27
388.80  444.70  55.90
501.14  527.47  26.32
549.07  654.25  105.17
484.54  528.91  44.37
543.74  610.77  67.03
845.73  873.80  28.07
375.41  420.48  45.07
936.55  808.19  -128.35
624.33  464.43  -159.91
471.61  412.77  -58.84
499.22  497.70  -1.51
589.91  693.45  103.54
345.85  420.72  74.88
464.21  504.17  39.96
804.20  675.70  -128.50
488.84  441.66  -47.17
1085.81  1059.35  -26.46
377.10  427.62  50.52
438.71  412.50  -26.21
512.88  475.39  -37.49
539.99  541.17  1.18
562.39  522.32  -40.07
585.23  541.84  -43.39
470.42  425.50  -44.92
477.12  497.42  20.29
367.35  404.56  37.21
351.28  375.21  23.94
476.69  416.96  -59.73
633.42  759.35  125.92
628.81  618.91  -9.90
953.40  903.56  -49.84
643.02  731.91  88.89
622.36  569.62  -52.74
555.30  544.02  -11.28
365.76  382.75  17.00
463.91  460.01  -3.90
495.07  543.57  48.51
440.26  400.45  -39.81
509.24  528.65  19.41
385.94  415.30  29.37
443.27  477.77  34.51
498.01  659.04  161.03
496.44  477.23  -19.21
817.84  710.42  -107.41
519.95  464.15  -55.81
461.92  442.35  -19.57
493.38  518.22  24.84
435.75  391.57  -44.18
472.06  409.24  -62.82
436.74  406.79  -29.95
625.89  419.64  -206.25
374.67  407.24  32.56
481.33  638.81  157.48
745.56  526.58  -218.98
681.86  681.73  -0.13
758.77  794.45  35.69
378.25  432.88  54.63
454.85  497.56  42.71
378.77  384.48  5.71
473.67  511.23  37.56
370.06  412.25  42.19
373.20  429.77  56.57
463.73  486.88  23.15
437.58  384.19  -53.39
470.59  432.16  -38.43
429.18  482.01  52.83
373.96  400.48  26.51
403.76  379.83  -23.93
709.09  642.22  -66.87
506.14  480.22  -25.92
512.12  496.94  -15.19
354.26  375.50  21.24
938.00  909.89  -28.12
585.75  690.49  104.74
413.83  406.61  -7.22
610.19  513.34  -96.85
426.09  437.32  11.23
614.46  579.43  -35.03
363.60  464.55  100.94
535.61  437.43  -98.18
949.93  871.46  -78.47
784.03  509.02  -275.00
548.25  647.86  99.62
428.95  470.04  41.09
361.26  390.72  29.46
770.45  703.41  -67.04
503.50  444.90  -58.60
628.49  633.66  5.17
509.59  577.79  68.20
919.10  828.63  -90.47
739.38  758.69  19.31
374.17  457.82  83.65
708.93  553.98  -154.95
434.08  504.43  70.35
456.38  435.96  -20.42
596.74  528.02  -68.73
481.58  504.92  23.34
518.19  586.09  67.90
610.23  652.73  42.51
401.30  395.82  -5.48
757.78  694.93  -62.85
383.28  419.32  36.05
432.67  398.73  -33.94
548.33  678.31  129.98
562.50  457.71  -104.79
720.14  710.10  -10.03
598.18  531.17  -67.01
351.25  389.93  38.67
375.90  408.23  32.33
352.04  422.22  70.18
806.84  796.62  -10.22
815.81  735.19  -80.61
481.06  481.99  0.92
396.42  489.09  92.67
489.39  482.49  -6.90
419.11  447.05  27.94
578.81  650.70  71.89
420.18  373.78  -46.40
553.01  501.00  -52.01
500.97  480.14  -20.83
552.77  576.43  23.66
680.98  443.15  -237.82
548.07  410.32  -137.75
471.53  502.12  30.59
688.95  705.50  16.55
362.01  393.61  31.60
480.82  441.11  -39.72
633.96  624.05  -9.91
483.65  521.53  37.88
427.05  396.42  -30.63
480.60  489.38  8.78
357.92  375.77  17.85
589.08  657.36  68.28
506.79  605.08  98.29
920.95  886.09  -34.86
402.56  428.44  25.88
350.02  434.87  84.85
517.28  530.34  13.07
571.09  507.62  -63.47
745.59  627.06  -118.53
394.59  447.71  53.13
1073.74  1161.21  87.47
353.94  375.64  21.70
990.95  714.98  -275.97
503.06  425.65  -77.41
543.16  504.88  -38.28
1076.23  1128.34  52.10
369.87  392.44  22.57
452.08  488.12  36.04
418.55  414.11  -4.44
713.62  756.50  42.87
674.48  639.07  -35.40
1029.67  749.31  -280.36
518.14  430.53  -87.61
581.67  603.81  22.14
434.28  408.37  -25.91
696.54  778.99  82.46
521.93  505.26  -16.67
450.00  408.00  -42.00
548.10  514.01  -34.09
412.76  388.01  -24.76
430.60  437.53  6.93
407.81  446.22  38.41
485.66  491.07  5.41
1138.66  1187.72  49.06
415.15  401.49  -13.66
457.16  459.00  1.84
543.99  574.87  30.88
656.51  593.92  -62.59
427.06  421.23  -5.83
853.88  904.17  50.29
392.20  376.91  -15.30
753.28  648.22  -105.07
435.23  431.74  -3.49
451.43  488.01  36.58
490.69  530.22  39.54
710.27  536.75  -173.53
401.96  389.72  -12.24
347.26  384.83  37.57
358.44  421.41  62.97
615.80  546.71  -69.09
438.90  388.09  -50.81
399.42  376.20  -23.22
580.75  631.42  50.68
467.44  457.18  -10.26
394.85  419.44  24.58
667.15  468.25  -198.91
401.28  473.02  71.74
516.64  432.23  -84.41
488.58  502.92  14.34
413.09  568.14  155.05
452.98  638.15  185.18
412.87  458.29  45.42
371.65  417.16  45.51
642.11  585.71  -56.40
1118.01  1003.65  -114.36
619.12  540.87  -78.24
935.17  809.15  -126.02
554.70  570.03  15.33
1143.14  978.08  -165.06
1022.23  811.34  -210.89
402.60  393.50  -9.09
384.98  468.01  83.03
496.04  443.45  -52.59
492.71  502.05  9.34
859.73  706.68  -153.05
426.93  445.99  19.06
974.97  776.95  -198.02
527.99  495.34  -32.64
570.50  607.11  36.61
351.62  402.06  50.44
713.36  613.61  -99.75
405.20  391.48  -13.72
440.95  441.59  0.63
510.66  515.44  4.78
462.98  486.08  23.10
472.16  536.96  64.80
554.61  544.20  -10.41
389.44  412.67  23.22
656.11  712.95  56.84
1161.62  1290.87  129.26
479.68  525.70  46.02
1071.13  1163.36  92.23
395.70  484.20  88.50
486.87  480.04  -6.84
398.67  460.99  62.32
474.80  493.29  18.49
457.33  485.26  27.93
500.70  433.34  -67.36
465.97  467.84  1.87
413.58  515.05  101.47
732.08  573.60  -158.48
447.93  412.78  -35.15
406.56  424.34  17.78
499.70  491.33  -8.37
487.55  581.21  93.66
993.02  872.18  -120.84
523.43  612.89  89.47
361.33  432.22  70.90
596.08  575.19  -20.89
400.46  417.55  17.09
781.29  578.75  -202.54
936.19  878.22  -57.97
625.82  660.14  34.32
565.00  640.25  75.26
619.61  712.77  93.17
400.27  411.91  11.64
430.10  446.45  16.34
663.98  745.88  81.90
846.62  733.55  -113.07
394.69  416.03  21.34
491.57  447.33  -44.24
391.22  407.04  15.82
514.32  577.58  63.27
355.93  397.16  41.23
513.78  485.68  -28.11
523.36  610.12  86.76
590.81  604.87  14.05
356.13  490.85  134.73
443.80  485.59  41.79
550.61  548.79  -1.82
649.45  524.85  -124.60
632.57  547.58  -84.99
905.69  799.60  -106.10
902.42  988.31  85.89
765.38  730.76  -34.62
464.75  479.95  15.19
423.73  473.74  50.01
598.20  721.46  123.26
552.84  571.45  18.62
769.14  812.38  43.24
350.88  377.42  26.54
645.97  769.59  123.63
400.79  468.47  67.68
338.39  409.60  71.21
541.04  602.93  61.88
448.45  491.24  42.79
423.13  453.34  30.21
656.23  609.46  -46.77
1409.12  1000.71  -408.41
544.03  455.18  -88.85
478.54  520.78  42.24
415.14  438.39  23.26
606.69  597.83  -8.87
381.49  408.29  26.80
705.19  510.75  -194.44
380.38  444.26  63.88
392.17  436.39  44.22
481.02  474.29  -6.73
496.47  485.66  -10.81
899.67  895.26  -4.40
461.63  431.29  -30.34
473.42  433.04  -40.38
352.12  411.26  59.13
522.96  519.93  -3.03
492.90  426.51  -66.39
416.19  497.30  81.11
596.54  577.96  -18.58
600.57  671.76  71.19
568.46  607.56  39.10
424.51  486.22  61.71
446.77  412.87  -33.90
468.13  416.48  -51.66
557.61  574.38  16.77
499.38  452.14  -47.24
465.48  478.66  13.17
495.75  472.04  -23.71
462.30  408.49  -53.81
784.03  760.08  -23.96
591.00  691.05  100.05
509.45  542.74  33.29
761.15  799.36  38.21
398.68  444.20  45.52
426.26  482.52  56.26
399.95  426.27  26.33
493.68  493.67  -0.01
759.26  858.40  99.14
419.29  525.73  106.44
921.51  943.73  22.21
605.51  679.06  73.55
384.43  386.25  1.82
747.64  801.66  54.02
746.73  852.32  105.59
367.73  407.00  39.27
490.46  473.42  -17.04
1083.46  1446.76  363.31
505.51  466.34  -39.17
640.50  591.68  -48.82
398.33  418.42  20.08
530.99  531.75  0.76
378.83  395.35  16.52
555.66  624.23  68.57
700.06  689.87  -10.19
387.63  410.14  22.51
746.75  600.24  -146.51
371.20  453.37  82.17
860.11  1112.08  251.97
841.04  749.08  -91.96
401.03  416.11  15.08
525.79  504.29  -21.49
420.19  427.90  7.70
360.08  412.82  52.73
532.89  566.18  33.30
392.05  418.53  26.48
440.44  457.16  16.72
357.81  413.29  55.48
425.70  465.33  39.63
430.14  498.55  68.41
507.76  417.23  -90.53
486.13  446.02  -40.11
604.07  586.42  -17.65
399.36  462.71  63.35
526.56  776.77  250.21
414.36  433.63  19.27
507.72  511.24  3.52
359.08  435.91  76.83
425.05  467.93  42.89
442.69  505.72  63.03
540.93  518.58  -22.35
448.96  428.94  -20.02
378.85  456.46  77.61
407.06  413.53  6.46
437.01  473.73  36.72
505.35  469.97  -35.38
881.01  786.78  -94.23
839.32  673.91  -165.41
438.50  485.83  47.33
387.03  393.47  6.44
571.02  485.25  -85.78
407.75  462.38  54.63
501.05  441.10  -59.94
629.01  545.73  -83.28
686.80  542.40  -144.40
1097.83  1049.28  -48.55
394.86  414.21  19.36
434.49  445.30  10.81
535.71  524.32  -11.39
356.62  375.00  18.38
771.43  639.14  -132.29
450.32  411.31  -39.01
591.52  547.76  -43.76
722.83  605.97  -116.86
618.63  603.70  -14.94
453.64  498.51  44.88
616.05  525.17  -90.87
448.57  490.13  41.56
617.60  655.36  37.76
420.64  423.43  2.79
1075.31  728.84  -346.47
505.79  658.12  152.34
455.14  432.76  -22.38
1541.66  1004.30  -537.36
620.69  557.82  -62.86
574.74  581.23  6.49
430.62  378.65  -51.97
485.62  392.89  -92.73
732.94  699.12  -33.81
577.56  487.81  -89.75
538.84  580.28  41.44
396.36  449.13  52.78
405.39  405.59  0.20
692.77  703.13  10.36
728.74  602.16  -126.58
430.54  474.23  43.70
562.21  540.72  -21.50
795.07  590.88  -204.19
697.62  578.12  -119.50
760.07  667.99  -92.07
446.93  458.85  11.92
404.49  463.71  59.22
427.57  383.25  -44.32
625.30  472.39  -152.91
388.14  405.73  17.58
375.22  442.24  67.02
369.46  384.45  14.99
425.09  500.37  75.29
404.01  398.24  -5.77
515.99  443.84  -72.15
629.95  643.64  13.70
407.64  458.82  51.18
493.66  496.44  2.79
353.17  395.56  42.38
576.77  548.06  -28.71
406.37  481.70  75.33
459.54  442.64  -16.90
469.08  522.67  53.60
366.36  405.39  39.04
660.32  558.10  -102.22
489.28  549.45  60.18
423.81  411.78  -12.03
494.77  559.65  64.88
398.15  437.10  38.95
452.50  406.44  -46.06
556.62  603.42  46.80
793.57  997.48  203.92
599.38  442.03  -157.35
663.98  651.27  -12.71
1599.20  1141.35  -457.85
487.63  620.93  133.31
572.59  594.82  22.22
592.25  536.20  -56.05
588.07  583.61  -4.47
474.27  520.95  46.67
483.63  495.54  11.91
562.93  467.45  -95.48
401.85  433.12  31.27
368.21  444.32  76.11
439.79  543.32  103.53
389.15  373.95  -15.19
424.07  462.99  38.91
756.26  763.80  7.54
779.83  775.10  -4.73
486.07  570.37  84.30
766.36  743.28  -23.09
496.70  448.27  -48.43
386.42  401.88  15.45
407.49  495.15  87.66
392.45  412.77  20.32
372.13  400.38  28.25
622.62  655.28  32.66
398.76  418.96  20.21
431.09  429.94  -1.15
769.95  766.75  -3.20
509.38  525.82  16.44
751.75  1042.77  291.02
508.24  563.18  54.94
562.85  543.85  -19.01
473.93  463.56  -10.37
522.37  559.08  36.72
479.89  508.02  28.12
397.93  448.02  50.09
439.24  426.97  -12.27
368.18  437.27  69.09
415.09  449.38  34.28
630.57  677.11  46.54
482.56  548.07  65.51
691.26  750.99  59.72
551.47  610.87  59.39
431.34  599.04  167.70
492.31  428.29  -64.02
405.04  395.51  -9.53
418.18  437.55  19.37
534.71  644.20  109.49
1169.16  1210.45  41.29
464.74  427.85  -36.89
665.39  541.24  -124.14
412.65  385.67  -26.98
406.67  397.41  -9.26
527.13  497.57  -29.56
507.40  395.10  -112.29
380.21  434.37  54.16
640.96  715.61  74.65
584.53  460.54  -123.98
595.46  651.01  55.55
568.84  527.25  -41.58
350.92  433.68  82.76
414.74  446.01  31.27
443.89  542.95  99.06
402.67  474.19  71.52
908.85  592.29  -316.57
445.69  440.79  -4.91
364.17  411.18  47.01
405.34  423.21  17.88
391.13  414.27  23.14
351.44  391.98  40.54
435.33  434.75  -0.58
442.12  454.01  11.89
489.88  436.52  -53.35
450.39  503.85  53.45
401.36  419.92  18.56
591.97  721.93  129.96
400.38  424.29  23.92
598.72  636.52  37.80
397.46  482.80  85.34
357.55  419.75  62.21
665.63  580.54  -85.09
617.02  494.91  -122.11
611.75  553.96  -57.78
377.75  899.15  521.40
457.46  394.84  -62.62
