# True_Mass_GeV  Predicted_Mass_GeV  Resolution_GeV
394.72  435.16  40.44
986.82  691.24  -295.58
449.53  417.54  -31.99
603.60  519.75  -83.86
332.12  375.55  43.43
521.83  448.15  -73.68
354.01  421.26  67.26
663.85  505.40  -158.45
682.69  501.40  -181.29
542.31  544.71  2.40
461.50  428.39  -33.11
804.77  713.74  -91.03
381.03  382.34  1.31
476.57  446.08  -30.49
360.27  375.09  14.82
525.21  496.38  -28.83
362.74  404.97  42.23
493.20  509.12  15.92
1480.64  880.70  -599.95
483.25  471.48  -11.77
669.96  763.09  93.12
437.72  503.98  66.25
598.04  586.59  -11.45
457.30  389.90  -67.40
398.18  393.70  -4.48
398.57  428.72  30.15
650.82  682.99  32.17
457.53  462.28  4.75
456.30  493.98  37.67
600.27  627.74  27.47
468.30  476.15  7.84
467.73  541.30  73.57
486.60  473.93  -12.68
618.06  617.09  -0.98
362.23  410.16  47.93
561.95  676.11  114.16
841.16  685.92  -155.24
631.90  568.52  -63.38
353.76  422.44  68.68
582.72  650.54  67.82
708.87  723.92  15.04
618.05  626.19  8.14
496.62  496.67  0.04
1401.14  1469.75  68.61
573.74  672.83  99.09
687.28  709.26  21.97
456.49  460.43  3.94
404.46  419.46  15.00
422.83  389.44  -33.40
568.92  589.03  20.11
502.53  419.24  -83.29
362.88  402.05  39.17
601.99  574.99  -27.00
445.53  454.74  9.21
420.23  385.41  -34.82
878.84  711.92  -166.92
724.84  603.73  -121.12
486.49  501.92  15.43
546.63  463.97  -82.66
350.68  384.68  34.01
551.16  530.07  -21.10
721.35  568.40  -152.95
961.15  661.40  -299.75
610.98  554.40  -56.58
494.69  522.82  28.13
859.35  902.74  43.39
461.60  383.62  -77.98
431.30  399.53  -31.77
466.11  499.13  33.03
411.01  397.07  -13.94
426.60  476.51  49.91
541.57  477.70  -63.87
427.93  434.59  6.66
813.91  811.35  -2.55
358.90  381.12  22.22
434.37  403.76  -30.62
775.87  758.54  -17.33
525.62  520.27  -5.36
381.57  401.05  19.49
786.06  497.75  -288.31
439.33  421.62  -17.71
446.73  435.49  -11.24
693.68  644.53  -49.15
369.57  386.03  16.46
500.02  618.12  118.10
694.45  840.59  146.14
451.26  407.33  -43.93
372.96  406.95  33.98
1684.85  1620.96  -63.89
380.57  404.79  24.22
659.42  630.53  -28.90
418.65  437.94  19.29
396.45  588.49  192.04
426.28  446.23  19.95
656.79  566.65  -90.14
379.45  401.45  22.00
568.75  481.33  -87.42
388.70  462.20  73.50
460.31  468.32  8.02
567.77  443.23  -124.54
623.49  536.49  -86.99
517.39  395.62  -121.77
770.14  715.93  -54.20
1262.00  1020.34  -241.67
510.00  507.73  -2.27
442.10  576.65  134.55
411.42  434.40  22.98
452.86  486.29  33.43
402.97  383.83  -19.14
480.50  457.66  -22.84
712.17  652.72  -59.45
607.70  627.71  20.01
394.76  477.20  82.43
817.62  779.88  -37.75
486.21  455.43  -30.79
570.70  445.80  -124.90
351.21  375.13  23.92
617.57  717.07  99.50
491.53  466.77  -24.77
763.87  729.81  -34.06
427.73  414.33  -13.40
495.52  543.95  48.43
672.48  579.79  -92.69
603.50  596.03  -7.47
427.80  435.95  8.14
614.59  504.82  -109.77
730.61  626.01  -104.60
642.60  645.00  2.41
380.74  389.58  8.84
454.78  430.35  -24.43
461.25  601.35  140.09
498.97  548.81  49.83
445.48  419.11  -26.37
356.48  390.00  33.52
439.89  493.10  53.21
420.20  475.91  55.70
404.46  414.13  9.66
412.23  444.59  32.37
602.22  635.30  33.08
359.91  424.97  65.06
437.41  456.79  19.37
645.30  615.63  -29.67
1236.95  882.20  -354.74
792.02  873.66  81.64
767.77  1165.91  398.13
397.30  406.67  9.37
521.21  627.23  106.02
495.19  560.02  64.83
372.81  406.83  34.02
495.77  521.88  26.11
577.87  485.68  -92.19
499.81  538.05  38.24
609.65  631.56  21.91
674.19  743.63  69.44
495.28  537.96  42.68
924.27  1094.15  169.88
436.12  485.66  49.54
571.21  528.56  -42.65
541.68  470.47  -71.21
470.74  501.02  30.28
469.69  502.59  32.89
356.66  388.30  31.64
375.79  461.05  85.26
549.06  472.70  -76.36
375.73  400.43  24.70
409.32  431.75  22.43
888.32  803.07  -85.26
1024.18  1015.95  -8.23
554.11  506.41  -47.70
359.97  393.73  33.76
428.52  426.27  -2.25
470.08  541.44  71.35
708.68  577.24  -131.44
669.91  749.96  80.06
557.14  623.17  66.03
619.73  539.04  -80.69
359.16  382.16  23.00
394.30  405.24  10.94
393.89  445.32  51.43
503.56  681.76  178.19
622.47  493.44  -129.03
599.98  475.88  -124.11
446.32  399.68  -46.64
839.23  678.50  -160.73
459.17  468.05  8.88
577.06  566.93  -10.13
442.54  418.56  -23.98
648.67  744.70  96.02
369.71  397.13  27.42
639.03  638.43  -0.60
390.62  387.45  -3.17
500.25  513.32  13.07
365.59  415.19  49.59
437.48  394.51  -42.97
444.88  448.36  3.48
434.64  406.30  -28.34
521.01  538.91  17.90
457.70  417.00  -40.71
835.09  801.89  -33.20
448.63  488.17  39.54
508.31  466.53  -41.78
542.68  540.62  -2.05
398.16  474.28  76.13
365.30  434.84  69.54
387.79  406.61  18.81
384.82  403.96  19.14
411.95  474.85  62.90
384.88  403.64  18.76
451.84  486.13  34.29
521.37  580.27  58.90
506.28  458.28  -48.00
1034.97  970.27  -64.70
459.78  411.92  -47.86
351.47  375.69  24.21
503.40  554.48  51.08
866.52  917.61  51.09
391.36  412.05  20.69
615.02  525.76  -89.26
453.74  597.30  143.56
493.15  624.09  130.95
487.39  520.83  33.44
460.75  412.11  -48.63
533.09  473.63  -59.45
514.93  486.40  -28.53
778.01  781.87  3.86
655.39  681.08  25.69
466.31  558.83  92.52
498.22  477.18  -21.03
466.39  474.54  8.15
413.91  421.35  7.44
356.91  381.78  24.88
675.26  647.60  -27.66
447.91  448.52  0.61
446.58  590.59  144.01
365.47  398.54  33.06
396.39  473.46  77.07
910.55  735.12  -175.44
955.23  1149.42  194.18
445.97  423.02  -22.95
810.21  629.69  -180.51
587.69  575.58  -12.11
607.13  636.45  29.32
351.31  367.02  15.71
604.82  488.77  -116.05
397.04  461.38  64.34
484.66  518.39  33.73
576.98  622.46  45.48
382.20  377.95  -4.25
408.03  465.72  57.69
571.15  704.49  133.33
470.78  645.69  174.91
661.24  722.86  61.62
494.84  488.83  -6.01
438.17  441.49  3.32
599.40  537.91  -61.48
456.69  416.02  -40.68
540.75  595.14  54.39
578.63  614.57  35.94
502.30  521.86  19.56
424.39  452.02  27.64
568.59  488.98  -79.62
449.90  474.77  24.87
484.51  504.65  20.14
411.20  414.21  3.02
349.70  376.31  26.61
901.68  945.85  44.17
688.66  673.55  -15.10
591.27  630.17  38.90
669.14  833.38  164.23
668.10  504.84  -163.26
638.42  563.49  -74.93
476.38  519.91  43.53
686.32  698.81  12.50
825.70  684.90  -140.80
460.26  413.91  -46.35
347.15  384.28  37.13
496.11  413.86  -82.24
595.86  610.41  14.55
645.04  634.02  -11.02
667.98  626.25  -41.73
400.27  439.85  39.58
700.82  698.11  -2.71
383.81  423.08  39.28
496.69  410.47  -86.21
626.40  494.63  -131.78
518.15  422.11  -96.04
825.68  612.65  -213.03
682.51  647.05  -35.46
357.80  417.96  60.16
386.50  396.67  10.17
386.90  416.44  29.54
590.58  572.50  -18.08
626.46  615.18  -11.29
1501.58  1526.22  24.64
392.00  432.41  40.41
356.39  394.68  38.28
384.32  388.98  4.67
731.99  708.88  -23.11
460.24  404.17  -56.08
448.36  454.19  5.83
702.50  537.48  -165.02
584.45  487.31  -97.15
455.37  460.08  4.71
495.09  525.31  30.22
664.80  713.28  48.48
350.42  410.83  60.41
474.31  454.97  -19.34
644.84  500.43  -144.41
382.63  400.28  17.65
535.94  564.23  28.29
559.85  527.81  -32.04
561.10  474.03  -87.08
421.16  457.10  35.94
516.87  485.89  -30.98
524.76  407.90  -116.86
424.59  424.34  -0.25
446.57  452.57  6.00
506.74  540.98  34.25
520.53  686.54  166.01
549.39  545.25  -4.14
393.55  423.29  29.73
824.94  861.01  36.07
402.82  417.89  15.07
466.00  431.32  -34.67
498.83  461.48  -37.35
395.56  415.36  19.80
624.51  578.41  -46.10
526.83  418.35  -108.48
821.54  778.79  -42.75
388.80  460.26  71.46
501.14  539.58  38.44
549.07  768.76  219.69
484.54  503.61  19.07
543.74  610.56  66.82
845.73  968.40  122.67
375.41  419.04  43.63
936.55  803.33  -133.22
624.33  471.15  -153.18
471.61  407.76  -63.85
499.22  482.25  -16.97
589.91  678.22  88.31
345.85  399.00  53.16
464.21  497.50  33.28
804.20  684.05  -120.14
488.84  438.68  -50.16
1085.81  1044.95  -40.86
377.10  423.85  46.75
438.71  414.08  -24.63
512.88  455.06  -57.82
539.99  517.49  -22.50
562.39  509.94  -52.45
585.23  554.17  -31.06
470.42  439.40  -31.02
477.12  488.66  11.54
367.35  407.49  40.14
351.28  374.36  23.09
476.69  427.53  -49.16
633.42  706.41  72.98
628.81  556.63  -72.18
953.40  853.64  -99.76
643.02  695.05  52.03
622.36  564.87  -57.49
555.30  534.55  -20.74
365.76  391.04  25.28
463.91  448.04  -15.87
495.07  540.81  45.74
440.26  388.56  -51.70
509.24  520.92  11.68
385.94  434.97  49.04
443.27  476.74  33.47
498.01  649.69  151.68
496.44  484.03  -12.41
817.84  867.56  49.72
519.95  468.87  -51.08
461.92  437.94  -23.98
493.38  536.52  43.14
435.75  373.52  -62.23
472.06  405.28  -66.78
436.74  382.22  -54.51
625.89  409.76  -216.13
374.67  387.81  13.14
481.33  616.14  134.81
745.56  528.85  -216.71
681.86  736.21  54.35
758.77  795.58  36.82
378.25  430.69  52.44
454.85  511.94  57.09
378.77  385.19  6.42
473.67  492.71  19.04
370.06  392.70  22.64
373.20  413.59  40.38
463.73  478.54  14.81
437.58  374.28  -63.30
470.59  433.72  -36.87
429.18  471.68  42.50
373.96  392.14  18.18
403.76  379.65  -24.11
709.09  638.05  -71.04
506.14  459.63  -46.51
512.12  521.68  9.55
354.26  368.30  14.04
938.00  933.68  -4.33
585.75  722.37  136.62
413.83  411.69  -2.14
610.19  514.75  -95.45
426.09  421.00  -5.09
614.46  525.33  -89.12
363.60  443.34  79.74
535.61  448.00  -87.61
949.93  928.68  -21.25
784.03  524.87  -259.15
548.25  560.16  11.91
428.95  461.42  32.47
361.26  388.41  27.16
770.45  705.86  -64.58
503.50  444.60  -58.90
628.49  635.39  6.89
509.59  593.68  84.09
919.10  812.22  -106.88
739.38  772.15  32.77
374.17  452.69  78.52
708.93  544.49  -164.44
434.08  508.26  74.19
456.38  436.73  -19.65
596.74  510.67  -86.07
481.58  509.22  27.64
518.19  587.71  69.51
610.23  586.54  -23.69
401.30  395.62  -5.68
757.78  705.54  -52.24
383.28  403.51  20.23
432.67  405.33  -27.34
548.33  661.40  113.07
562.50  462.18  -100.32
720.14  710.64  -9.49
598.18  526.86  -71.32
351.25  385.45  34.20
375.90  435.53  59.64
352.04  410.02  57.98
806.84  812.73  5.88
815.81  761.33  -54.48
481.06  481.14  0.08
396.42  504.88  108.46
489.39  465.33  -24.06
419.11  435.22  16.11
578.81  675.25  96.43
420.18  376.52  -43.67
553.01  508.46  -44.55
500.97  484.32  -16.66
552.77  585.34  32.57
680.98  436.84  -244.13
548.07  403.31  -144.76
471.53  506.42  34.88
688.95  710.16  21.21
362.01  400.11  38.10
480.82  446.39  -34.43
633.96  601.04  -32.92
483.65  509.13  25.49
427.05  395.46  -31.59
480.60  451.32  -29.29
357.92  377.80  19.88
589.08  633.98  44.90
506.79  582.93  76.14
920.95  857.32  -63.63
402.56  431.40  28.84
350.02  420.77  70.74
517.28  511.56  -5.72
571.09  500.45  -70.64
745.59  644.64  -100.94
394.59  441.59  47.00
1073.74  1279.81  206.07
353.94  373.42  19.48
990.95  769.02  -221.94
503.06  418.33  -84.73
543.16  508.90  -34.26
1076.23  1101.27  25.03
369.87  396.73  26.86
452.08  488.83  36.74
418.55  407.39  -11.15
713.62  742.85  29.22
674.48  636.58  -37.90
1029.67  722.73  -306.94
518.14  448.76  -69.38
581.67  591.10  9.43
434.28  403.47  -30.81
696.54  732.00  35.47
521.93  495.42  -26.51
450.00  411.73  -38.28
548.10  524.13  -23.98
412.76  390.03  -22.73
430.60  450.64  20.04
407.81  449.79  41.98
485.66  520.09  34.43
1138.66  1126.44  -12.22
415.15  394.87  -20.28
457.16  473.83  16.67
543.99  550.61  6.62
656.51  579.19  -77.33
427.06  425.60  -1.45
853.88  890.31  36.43
392.20  378.45  -13.75
753.28  647.02  -106.26
435.23  423.10  -12.12
451.43  479.57  28.14
490.69  525.68  34.99
710.27  542.20  -168.07
401.96  393.22  -8.74
347.26  374.02  26.77
358.44  417.56  59.12
615.80  547.47  -68.33
438.90  394.14  -44.76
399.42  381.41  -18.00
580.75  618.69  37.95
467.44  471.64  4.21
394.85  409.42  14.57
667.15  483.45  -183.70
401.28  457.23  55.95
516.64  415.95  -100.69
488.58  526.30  37.72
413.09  613.81  200.72
452.98  609.09  156.12
412.87  451.77  38.90
371.65  409.34  37.69
642.11  565.65  -76.46
1118.01  961.63  -156.39
619.12  493.39  -125.73
935.17  883.26  -51.91
554.70  550.75  -3.95
1143.14  911.11  -232.03
1022.23  816.24  -205.99
402.60  384.92  -17.68
384.98  465.97  80.99
496.04  445.89  -50.15
492.71  505.42  12.70
859.73  655.50  -204.23
426.93  454.07  27.15
974.97  800.00  -174.97
527.99  479.79  -48.19
570.50  611.04  40.54
351.62  409.93  58.31
713.36  619.91  -93.45
405.20  381.83  -23.37
440.95  437.31  -3.64
510.66  521.67  11.01
462.98  500.34  37.36
472.16  525.00  52.84
554.61  547.46  -7.15
389.44  396.97  7.53
656.11  681.49  25.38
1161.62  1203.38  41.76
479.68  534.84  55.16
1071.13  1097.94  26.81
395.70  480.91  85.21
486.87  506.54  19.66
398.67  449.37  50.71
474.80  487.46  12.67
457.33  486.53  29.20
500.70  424.86  -75.85
465.97  453.87  -12.10
413.58  490.27  76.69
732.08  579.83  -152.25
447.93  421.58  -26.35
406.56  422.74  16.18
499.70  507.38  7.68
487.55  576.00  88.45
993.02  844.23  -148.79
523.43  585.45  62.02
361.33  437.44  76.12
596.08  591.86  -4.22
400.46  424.07  23.61
781.29  669.17  -112.12
936.19  926.39  -9.80
625.82  656.70  30.89
565.00  645.42  80.42
619.61  723.51  103.91
400.27  402.57  2.30
430.10  453.04  22.94
663.98  733.19  69.21
846.62  634.74  -211.88
394.69  394.38  -0.31
491.57  450.72  -40.86
391.22  404.05  12.83
514.32  595.53  81.21
355.93  397.01  41.07
513.78  481.20  -32.59
523.36  584.55  61.19
590.81  604.60  13.79
356.13  581.72  225.59
443.80  489.65  45.86
550.61  587.47  36.86
649.45  520.95  -128.51
632.57  570.67  -61.89
905.69  732.09  -173.61
902.42  952.61  50.19
765.38  723.13  -42.25
464.75  484.41  19.65
423.73  471.73  47.99
598.20  707.97  109.77
552.84  596.48  43.64
769.14  846.79  77.65
350.88  374.83  23.95
645.97  715.32  69.35
400.79  473.73  72.94
338.39  420.48  82.09
541.04  565.32  24.28
448.45  441.84  -6.61
423.13  446.80  23.68
656.23  617.83  -38.40
1409.12  1068.77  -340.35
544.03  444.63  -99.40
478.54  530.56  52.02
415.14  456.94  41.81
606.69  632.32  25.63
381.49  399.94  18.46
705.19  514.28  -190.91
380.38  435.13  54.75
392.17  438.19  46.02
481.02  444.61  -36.42
496.47  472.86  -23.61
899.67  820.23  -79.43
461.63  431.20  -30.43
473.42  430.51  -42.91
352.12  427.40  75.27
522.96  515.39  -7.58
492.90  427.78  -65.12
416.19  499.62  83.43
596.54  566.94  -29.59
600.57  670.84  70.28
568.46  618.50  50.05
424.51  475.37  50.86
446.77  409.14  -37.63
468.13  415.31  -52.83
557.61  645.43  87.82
499.38  421.02  -78.35
465.48  466.37  0.88
495.75  460.50  -35.24
462.30  402.68  -59.62
784.03  728.13  -55.90
591.00  681.93  90.93
509.45  575.05  65.60
761.15  776.57  15.42
398.68  442.29  43.62
426.26  478.50  52.25
399.95  426.30  26.35
493.68  480.96  -12.72
759.26  845.14  85.88
419.29  454.44  35.15
921.51  1002.32  80.81
605.51  681.47  75.96
384.43  391.93  7.50
747.64  767.33  19.69
746.73  867.66  120.94
367.73  403.32  35.59
490.46  494.94  4.48
1083.46  1283.60  200.14
505.51  460.26  -45.26
640.50  575.23  -65.26
398.33  420.17  21.84
530.99  565.55  34.56
378.83  397.96  19.13
555.66  614.94  59.27
700.06  680.65  -19.41
387.63  402.83  15.20
746.75  665.13  -81.62
371.20  438.54  67.33
860.11  1117.13  257.02
841.04  795.78  -45.26
401.03  424.10  23.07
525.79  503.79  -22.00
420.19  435.57  15.38
360.08  413.33  53.25
532.89  570.57  37.68
392.05  441.73  49.68
440.44  461.37  20.93
357.81  434.17  76.35
425.70  445.59  19.89
430.14  511.73  81.58
507.76  410.36  -97.40
486.13  443.30  -42.84
604.07  571.59  -32.48
399.36  461.32  61.95
526.56  756.63  230.07
414.36  434.66  20.30
507.72  532.13  24.41
359.08  436.37  77.29
425.05  474.37  49.32
442.69  512.95  70.26
540.93  514.17  -26.76
448.96  414.47  -34.49
378.85  448.30  69.44
407.06  388.13  -18.93
437.01  473.13  36.13
505.35  481.44  -23.91
881.01  788.70  -92.31
839.32  703.07  -136.25
438.50  481.58  43.08
387.03  386.84  -0.20
571.02  488.95  -82.07
407.75  479.30  71.56
501.05  446.67  -54.38
629.01  573.09  -55.91
686.80  536.37  -150.43
1097.83  1131.65  33.82
394.86  411.47  16.61
434.49  455.42  20.94
535.71  495.07  -40.64
356.62  371.74  15.12
771.43  676.52  -94.91
450.32  406.95  -43.38
591.52  533.98  -57.54
722.83  602.29  -120.54
618.63  576.08  -42.55
453.64  483.81  30.17
616.05  536.70  -79.35
448.57  470.78  22.21
617.60  667.22  49.62
420.64  428.74  8.11
1075.31  690.01  -385.31
505.79  736.67  230.89
455.14  429.23  -25.91
1541.66  959.94  -581.72
620.69  582.86  -37.82
574.74  587.87  13.14
430.62  371.45  -59.16
485.62  385.11  -100.51
732.94  670.12  -62.81
577.56  519.32  -58.24
538.84  600.51  61.67
396.36  458.50  62.14
405.39  394.76  -10.63
692.77  700.80  8.03
728.74  621.32  -107.42
430.54  467.08  36.55
562.21  559.61  -2.60
795.07  536.74  -258.33
697.62  606.48  -91.14
760.07  692.13  -67.93
446.93  474.26  27.32
404.49  483.99  79.50
427.57  387.77  -39.80
625.30  489.65  -135.65
388.14  397.54  9.40
375.22  426.89  51.67
369.46  384.46  15.00
425.09  512.22  87.13
404.01  390.76  -13.25
515.99  441.13  -74.86
629.95  592.95  -36.99
407.64  468.39  60.75
493.66  482.84  -10.81
353.17  392.85  39.67
576.77  552.24  -24.54
406.37  483.19  76.82
459.54  447.37  -12.17
469.08  530.03  60.95
366.36  404.14  37.79
660.32  588.12  -72.20
489.28  555.90  66.62
423.81  443.29  19.48
494.77  555.66  60.89
398.15  442.49  44.34
452.50  415.52  -36.98
556.62  592.20  35.57
793.57  844.84  51.27
599.38  436.56  -162.82
663.98  668.51  4.52
1599.20  1118.84  -480.36
487.63  603.50  115.88
572.59  586.49  13.89
592.25  537.62  -54.63
588.07  603.76  15.68
474.27  530.38  56.11
483.63  494.89  11.27
562.93  519.48  -43.45
401.85  405.58  3.73
368.21  432.51  64.30
439.79  564.33  124.55
389.15  367.71  -21.44
424.07  465.00  40.92
756.26  811.22  54.96
779.83  713.47  -66.36
486.07  540.69  54.61
766.36  708.24  -58.12
496.70  453.38  -43.33
386.42  400.12  13.69
407.49  489.28  81.78
392.45  419.95  27.49
372.13  386.00  13.87
622.62  643.12  20.50
398.76  428.50  29.74
431.09  433.01  1.92
769.95  731.64  -38.31
509.38  561.24  51.86
751.75  1077.36  325.61
508.24  588.14  79.90
562.85  542.39  -20.47
473.93  452.98  -20.94
522.37  565.03  42.66
479.89  505.84  25.95
397.93  455.67  57.74
439.24  444.49  5.25
368.18  446.07  77.89
415.09  439.57  24.48
630.57  658.45  27.87
482.56  509.16  26.60
691.26  747.96  56.69
551.47  631.21  79.74
431.34  610.11  178.77
492.31  420.11  -72.20
405.04  383.71  -21.33
418.18  418.06  -0.13
534.71  610.59  75.88
1169.16  1203.98  34.82
464.74  413.14  -51.59
665.39  522.44  -142.94
412.65  389.61  -23.04
406.67  396.95  -9.72
527.13  435.01  -92.12
507.40  396.74  -110.65
380.21  435.13  54.92
640.96  701.87  60.92
584.53  473.44  -111.08
595.46  646.36  50.90
568.84  515.69  -53.15
350.92  424.30  73.38
414.74  426.97  12.23
443.89  532.34  88.45
402.67  454.40  51.73
908.85  607.72  -301.13
445.69  431.59  -14.11
364.17  406.56  42.39
405.34  400.38  -4.95
391.13  395.22  4.09
351.44  385.08  33.64
435.33  441.97  6.64
442.12  450.61  8.49
489.88  435.12  -54.76
450.39  521.16  70.77
401.36  416.88  15.52
591.97  729.74  137.77
400.38  431.60  31.22
598.72  627.36  28.63
397.46  506.11  108.65
357.55  421.54  63.99
665.63  600.08  -65.56
617.02  502.96  -114.06
611.75  555.55  -56.20
377.75  876.28  498.54
