# True_Mass_GeV  Predicted_Mass_GeV  Resolution_GeV
454.78  460.53  5.75
461.25  609.43  148.18
498.97  567.48  68.51
445.48  417.55  -27.93
356.48  390.21  33.73
439.89  497.70  57.81
420.20  481.37  61.17
404.46  454.25  49.78
412.23  441.22  29.00
602.22  602.39  0.17
359.91  397.21  37.30
437.41  447.07  9.66
645.30  641.37  -3.93
1236.95  843.53  -393.41
792.02  920.91  128.90
767.77  1339.12  571.35
397.30  409.46  12.16
521.21  570.75  49.54
495.19  581.03  85.84
372.81  401.55  28.74
495.77  547.93  52.16
577.87  464.52  -113.35
499.81  556.29  56.48
609.65  619.27  9.62
674.19  711.31  37.11
495.28  518.76  23.49
924.27  999.40  75.13
436.12  485.32  49.20
571.21  518.91  -52.30
541.68  464.20  -77.48
470.74  525.52  54.78
469.69  495.24  25.55
356.66  385.19  28.53
375.79  440.07  64.28
549.06  478.63  -70.42
375.73  407.57  31.84
409.32  422.93  13.61
888.32  778.16  -110.16
1024.18  1026.80  2.62
554.11  517.69  -36.42
359.97  405.23  45.26
428.52  424.98  -3.54
470.08  525.42  55.34
708.68  579.26  -129.42
669.91  695.22  25.31
557.14  607.22  50.08
619.73  521.54  -98.19
359.16  386.21  27.05
394.30  418.57  24.27
393.89  448.70  54.81
503.56  772.82  269.25
622.47  547.48  -74.98
599.98  477.73  -122.25
446.32  395.53  -50.78
839.23  637.37  -201.87
459.17  483.82  24.65
577.06  509.92  -67.15
442.54  414.32  -28.22
648.67  678.76  30.08
369.71  406.31  36.60
639.03  627.90  -11.12
390.62  396.38  5.76
500.25  521.32  21.07
365.59  414.07  48.47
437.48  398.32  -39.16
444.88  436.43  -8.45
434.64  416.77  -17.87
521.01  524.53  3.52
457.70  417.42  -40.28
835.09  777.27  -57.82
448.63  481.15  32.51
508.31  451.56  -56.75
542.68  486.23  -56.45
398.16  447.62  49.46
365.30  433.38  68.08
387.79  410.67  22.87
384.82  399.17  14.35
411.95  479.86  67.91
384.88  403.82  18.93
451.84  507.56  55.72
521.37  615.16  93.79
506.28  460.59  -45.69
1034.97  1017.33  -17.65
459.78  425.86  -33.92
351.47  383.65  32.17
503.40  543.54  40.14
866.52  976.68  110.15
391.36  422.42  31.07
615.02  466.65  -148.37
453.74  661.11  207.37
493.15  612.39  119.24
487.39  512.10  24.71
460.75  420.28  -40.46
533.09  510.56  -22.52
514.93  475.78  -39.15
778.01  796.36  18.35
655.39  685.83  30.44
466.31  470.28  3.97
498.22  442.05  -56.17
466.39  517.27  50.88
413.91  425.61  11.70
356.91  386.73  29.82
675.26  740.49  65.23
447.91  428.35  -19.57
446.58  601.12  154.54
365.47  387.99  22.51
396.39  481.11  84.73
910.55  664.90  -245.65
955.23  1158.01  202.78
445.97  416.78  -29.18
810.21  677.79  -132.42
587.69  630.25  42.56
607.13  630.94  23.80
351.31  376.32  25.01
604.82  500.24  -104.57
397.04  470.22  73.18
484.66  521.27  36.61
576.98  590.04  13.07
382.20  384.19  1.99
408.03  435.80  27.77
571.15  710.96  139.81
470.78  618.53  147.74
661.24  720.53  59.29
494.84  477.21  -17.63
438.17  440.31  2.14
599.40  520.15  -79.25
456.69  422.90  -33.79
540.75  591.68  50.93
578.63  594.75  16.13
502.30  533.55  31.25
424.39  440.44  16.05
568.59  515.25  -53.34
449.90  445.65  -4.24
484.51  428.78  -55.72
411.20  416.87  5.67
349.70  382.52  32.81
901.68  1018.06  116.38
688.66  689.11  0.46
591.27  668.04  76.77
669.14  650.28  -18.86
668.10  500.42  -167.68
638.42  528.63  -109.78
476.38  517.70  41.32
686.32  691.48  5.16
825.70  697.64  -128.05
460.26  415.93  -44.33
347.15  383.95  36.80
496.11  431.88  -64.22
595.86  636.71  40.86
645.04  683.17  38.13
667.98  611.68  -56.29
400.27  442.04  41.77
700.82  700.80  -0.02
383.81  424.81  41.00
496.69  419.43  -77.26
626.40  505.65  -120.75
518.15  442.02  -76.13
825.68  647.51  -178.17
682.51  687.98  5.47
357.80  441.43  83.62
386.50  389.51  3.01
386.90  441.86  54.96
590.58  599.21  8.63
626.46  614.66  -11.80
1501.58  1519.36  17.78
392.00  451.32  59.32
356.39  391.24  34.85
384.32  387.99  3.67
731.99  680.46  -51.53
460.24  407.77  -52.47
448.36  432.47  -15.89
702.50  627.11  -75.40
584.45  477.54  -106.92
455.37  476.83  21.46
495.09  499.55  4.46
664.80  683.84  19.05
350.42  415.85  65.42
474.31  439.99  -34.32
644.84  479.58  -165.26
382.63  407.81  25.18
535.94  515.38  -20.57
559.85  523.10  -36.75
561.10  472.97  -88.13
421.16  437.89  16.72
516.87  542.40  25.53
524.76  413.59  -111.17
424.59  435.04  10.45
446.57  472.25  25.69
506.74  539.80  33.07
520.53  665.74  145.21
549.39  527.45  -21.94
393.55  448.70  55.15
824.94  807.12  -17.82
402.82  426.00  23.19
466.00  432.80  -33.20
498.83  484.48  -14.36
395.56  425.22  29.66
624.51  533.46  -91.05
526.83  433.99  -92.84
821.54  753.54  -68.00
388.80  465.64  76.84
501.14  548.19  47.05
549.07  841.98  292.90
484.54  488.99  4.46
543.74  622.52  78.77
845.73  965.43  119.70
375.41  417.03  41.62
936.55  807.10  -129.45
624.33  460.16  -164.17
471.61  413.88  -57.73
499.22  490.97  -8.25
589.91  694.07  104.16
345.85  412.18  66.33
464.21  492.23  28.02
804.20  712.07  -92.13
488.84  446.35  -42.48
1085.81  1056.79  -29.01
377.10  419.92  42.82
438.71  414.64  -24.08
512.88  457.76  -55.12
539.99  522.38  -17.60
562.39  502.38  -60.01
585.23  534.25  -50.98
470.42  424.84  -45.57
477.12  484.74  7.62
367.35  402.53  35.18
351.28  380.59  29.31
476.69  436.91  -39.78
633.42  712.97  79.55
628.81  498.98  -129.84
953.40  920.95  -32.46
643.02  733.38  90.36
622.36  534.30  -88.06
555.30  528.52  -26.78
365.76  392.99  27.23
463.91  463.63  -0.29
495.07  538.89  43.82
440.26  397.92  -42.34
509.24  533.65  24.41
385.94  433.58  47.64
443.27  469.84  26.57
498.01  693.95  195.94
496.44  485.46  -10.98
817.84  705.68  -112.16
519.95  468.21  -51.74
461.92  429.75  -32.17
493.38  516.95  23.57
435.75  395.74  -40.01
472.06  405.74  -66.31
436.74  402.26  -34.47
625.89  420.94  -204.95
374.67  406.76  32.09
481.33  655.44  174.11
745.56  529.73  -215.83
681.86  627.25  -54.61
758.77  800.91  42.15
378.25  425.13  46.88
454.85  502.92  48.07
378.77  391.97  13.20
473.67  509.13  35.46
370.06  407.33  37.27
373.20  421.47  48.27
463.73  480.97  17.24
437.58  383.62  -53.96
470.59  430.97  -39.63
429.18  482.79  53.61
373.96  402.59  28.63
403.76  383.59  -20.17
709.09  652.29  -56.81
506.14  508.50  2.36
512.12  498.23  -13.89
354.26  379.78  25.51
938.00  962.20  24.20
585.75  704.08  118.34
413.83  416.75  2.92
610.19  516.30  -93.89
426.09  407.43  -18.65
614.46  640.77  26.31
363.60  462.50  98.90
535.61  461.03  -74.58
949.93  800.10  -149.83
784.03  517.30  -266.73
548.25  572.24  23.99
428.95  468.29  39.34
361.26  398.72  37.46
770.45  741.21  -29.23
503.50  423.92  -79.59
628.49  635.40  6.90
509.59  551.94  42.36
919.10  801.95  -117.15
739.38  758.07  18.69
374.17  464.16  90.00
708.93  574.50  -134.42
434.08  493.47  59.39
456.38  437.93  -18.45
596.74  519.51  -77.23
481.58  500.72  19.14
518.19  587.32  69.12
610.23  679.76  69.53
401.30  397.39  -3.91
757.78  764.48  6.70
383.28  431.01  47.73
432.67  408.83  -23.84
548.33  665.76  117.43
562.50  462.86  -99.64
720.14  678.65  -41.49
598.18  543.48  -54.70
351.25  389.00  37.75
375.90  412.81  36.91
352.04  423.61  71.57
806.84  844.78  37.94
815.81  712.72  -103.08
481.06  473.21  -7.85
396.42  475.17  78.75
489.39  489.34  -0.05
419.11  432.46  13.35
578.81  684.85  106.04
420.18  382.00  -38.18
553.01  480.37  -72.64
500.97  475.57  -25.40
552.77  568.42  15.65
680.98  441.66  -239.32
548.07  402.85  -145.21
471.53  507.08  35.55
688.95  696.94  7.99
362.01  409.80  47.79
480.82  436.44  -44.38
633.96  583.28  -50.68
483.65  511.41  27.76
427.05  405.80  -21.26
480.60  482.05  1.44
357.92  385.57  27.65
589.08  636.37  47.28
506.79  630.97  124.18
920.95  888.08  -32.86
402.56  404.73  2.16
350.02  436.16  86.13
517.28  535.76  18.48
571.09  498.72  -72.37
745.59  623.86  -121.72
394.59  449.61  55.02
1073.74  1376.63  302.89
353.94  378.54  24.60
990.95  764.78  -226.17
503.06  443.03  -60.03
543.16  526.15  -17.01
1076.23  1204.58  128.35
369.87  396.79  26.92
452.08  491.35  39.27
418.55  402.38  -16.17
713.62  738.67  25.05
674.48  610.53  -63.94
1029.67  698.32  -331.35
518.14  456.48  -61.66
581.67  593.95  12.28
434.28  411.98  -22.30
696.54  743.59  47.06
521.93  489.71  -32.22
450.00  399.27  -50.73
548.10  534.90  -13.20
412.76  406.41  -6.35
430.60  445.86  15.26
407.81  443.15  35.34
485.66  494.81  9.16
1138.66  1107.19  -31.47
415.15  403.79  -11.36
457.16  472.41  15.25
543.99  580.65  36.66
656.51  646.04  -10.47
427.06  453.01  25.96
853.88  864.81  10.94
392.20  380.53  -11.67
753.28  654.27  -99.01
435.23  424.55  -10.67
451.43  493.59  42.15
490.69  535.63  44.94
710.27  549.34  -160.93
401.96  390.72  -11.24
347.26  393.72  46.47
358.44  404.58  46.14
615.80  537.84  -77.96
438.90  396.39  -42.51
399.42  377.90  -21.52
580.75  601.31  20.56
467.44  466.09  -1.34
394.85  408.36  13.51
667.15  491.47  -175.68
401.28  455.54  54.26
516.64  417.45  -99.19
488.58  541.72  53.14
413.09  511.03  97.95
452.98  610.36  157.38
412.87  432.58  19.71
371.65  420.64  48.99
642.11  591.65  -50.46
1118.01  922.41  -195.61
619.12  518.17  -100.94
935.17  923.57  -11.60
554.70  560.47  5.76
1143.14  956.89  -186.25
1022.23  835.66  -186.57
402.60  393.38  -9.22
384.98  464.27  79.29
496.04  432.24  -63.79
492.71  480.42  -12.29
859.73  693.44  -166.29
426.93  444.07  17.15
974.97  797.56  -177.41
527.99  459.51  -68.47
570.50  597.44  26.94
351.62  399.65  48.03
713.36  611.82  -101.54
405.20  393.34  -11.86
440.95  440.90  -0.05
510.66  520.11  9.45
462.98  485.99  23.02
472.16  529.22  57.06
554.61  527.50  -27.11
389.44  408.97  19.52
656.11  659.23  3.12
1161.62  1137.41  -24.20
479.68  511.64  31.96
1071.13  1165.11  93.98
395.70  463.02  67.32
486.87  526.00  39.13
398.67  484.10  85.43
474.80  466.12  -8.68
457.33  494.32  36.99
500.70  430.21  -70.49
465.97  468.42  2.45
413.58  475.83  62.25
732.08  588.77  -143.31
447.93  416.26  -31.67
406.56  415.74  9.18
499.70  488.68  -11.02
487.55  658.06  170.51
993.02  856.55  -136.47
523.43  578.92  55.50
361.33  448.05  86.73
596.08  573.95  -22.13
400.46  435.22  34.76
781.29  698.69  -82.60
936.19  961.13  24.94
625.82  718.43  92.62
565.00  618.45  53.45
619.61  714.49  94.88
400.27  407.47  7.20
430.10  454.59  24.49
663.98  755.22  91.24
846.62  702.62  -144.00
394.69  407.12  12.43
491.57  423.50  -68.07
391.22  415.75  24.53
514.32  566.52  52.21
355.93  386.23  30.29
513.78  482.29  -31.49
523.36  592.25  68.89
590.81  602.31  11.50
356.13  428.69  72.56
443.80  501.65  57.85
550.61  580.07  29.46
649.45  489.06  -160.39
632.57  562.98  -69.59
905.69  797.62  -108.08
902.42  945.23  42.81
765.38  732.45  -32.94
464.75  467.58  2.82
423.73  471.27  47.54
598.20  662.59  64.39
552.84  568.51  15.67
769.14  832.75  63.61
350.88  380.04  29.16
645.97  765.39  119.42
400.79  473.90  73.12
338.39  416.45  78.06
541.04  594.98  53.93
448.45  450.31  1.86
423.13  463.88  40.75
656.23  616.97  -39.26
1409.12  1051.00  -358.12
544.03  451.18  -92.85
478.54  451.68  -26.86
415.14  454.80  39.66
606.69  608.06  1.37
381.49  416.25  34.76
705.19  493.51  -211.68
380.38  443.10  62.72
392.17  450.33  58.16
481.02  455.37  -25.65
496.47  465.14  -31.33
899.67  810.23  -89.44
461.63  423.77  -37.85
473.42  427.99  -45.43
352.12  422.52  70.40
522.96  531.67  8.70
492.90  417.09  -75.81
416.19  467.28  51.10
596.54  527.59  -68.95
600.57  676.37  75.80
568.46  649.30  80.84
424.51  462.39  37.88
446.77  413.24  -33.53
468.13  415.32  -52.81
557.61  617.57  59.96
499.38  429.33  -70.05
465.48  474.66  9.18
495.75  488.23  -7.52
462.30  406.72  -55.58
784.03  741.38  -42.65
591.00  644.69  53.69
509.45  526.14  16.69
761.15  754.32  -6.83
398.68  445.99  47.31
426.26  489.84  63.58
399.95  431.50  31.55
493.68  460.44  -33.24
759.26  796.56  37.30
419.29  480.60  61.31
921.51  900.45  -21.07
605.51  670.56  65.05
384.43  389.36  4.93
747.64  777.87  30.22
746.73  774.95  28.22
367.73  413.09  45.36
490.46  495.05  4.59
1083.46  1440.53  357.08
505.51  475.23  -30.28
640.50  568.05  -72.44
398.33  423.87  25.54
530.99  540.09  9.10
378.83  397.36  18.53
555.66  637.68  82.02
700.06  616.86  -83.20
387.63  410.44  22.81
746.75  554.52  -192.24
371.20  452.18  80.97
860.11  1168.49  308.38
841.04  777.41  -63.63
401.03  417.68  16.65
525.79  490.39  -35.40
420.19  435.14  14.95
360.08  408.02  47.93
532.89  525.25  -7.63
392.05  434.27  42.22
440.44  455.59  15.15
357.81  428.40  70.59
425.70  455.91  30.21
430.14  485.70  55.55
507.76  411.14  -96.62
486.13  438.04  -48.09
604.07  579.01  -25.06
399.36  473.31  73.95
526.56  765.31  238.75
414.36  426.41  12.05
507.72  522.58  14.85
359.08  436.61  77.53
425.05  473.09  48.04
442.69  499.18  56.49
540.93  521.10  -19.83
448.96  415.96  -33.00
378.85  448.98  70.12
407.06  413.87  6.81
437.01  462.63  25.62
505.35  483.37  -21.98
881.01  808.07  -72.95
839.32  666.21  -173.11
438.50  475.41  36.92
387.03  390.28  3.25
571.02  486.08  -84.94
407.75  482.78  75.04
501.05  434.61  -66.44
629.01  532.99  -96.02
686.80  558.75  -128.05
1097.83  1053.51  -44.31
394.86  424.67  29.81
434.49  453.23  18.74
535.71  496.04  -39.67
356.62  378.80  22.19
771.43  653.49  -117.94
450.32  416.41  -33.91
591.52  556.69  -34.83
722.83  596.35  -126.48
618.63  617.05  -1.58
453.64  536.98  83.34
616.05  529.36  -86.68
448.57  473.23  24.66
617.60  645.27  27.67
420.64  430.49  9.85
1075.31  709.80  -365.52
505.79  675.21  169.42
455.14  437.70  -17.44
1541.66  925.05  -616.61
620.69  555.14  -65.55
574.74  552.98  -21.76
430.62  383.70  -46.91
485.62  386.80  -98.82
732.94  666.75  -66.19
577.56  534.73  -42.83
538.84  596.00  57.17
396.36  456.66  60.30
405.39  405.59  0.20
692.77  730.19  37.42
728.74  599.58  -129.16
430.54  464.35  33.81
562.21  537.10  -25.11
795.07  571.16  -223.91
697.62  570.75  -126.87
760.07  687.25  -72.81
446.93  462.83  15.90
404.49  440.68  36.20
427.57  388.13  -39.44
625.30  474.06  -151.23
388.14  427.87  39.72
375.22  424.02  48.80
369.46  391.21  21.75
425.09  491.09  66.00
404.01  401.92  -2.10
515.99  452.86  -63.13
629.95  635.47  5.52
407.64  451.37  43.74
493.66  497.09  3.43
353.17  413.53  60.36
576.77  531.42  -45.35
406.37  479.95  73.57
459.54  444.57  -14.97
469.08  521.48  52.40
366.36  412.93  46.58
660.32  596.18  -64.14
489.28  527.39  38.11
423.81  407.11  -16.70
494.77  554.47  59.70
398.15  433.93  35.77
452.50  418.14  -34.36
556.62  599.39  42.77
793.57  915.42  121.85
599.38  439.16  -160.22
663.98  645.05  -18.93
1599.20  1124.18  -475.02
487.63  644.09  156.46
572.59  593.72  21.12
592.25  536.51  -55.74
588.07  661.05  72.98
474.27  505.49  31.22
483.63  490.11  6.49
562.93  521.26  -41.67
401.85  422.68  20.84
368.21  444.44  76.23
439.79  574.01  134.22
389.15  378.74  -10.40
424.07  460.93  36.86
756.26  781.52  25.25
779.83  734.34  -45.50
486.07  525.04  38.97
766.36  665.60  -100.76
496.70  450.52  -46.18
386.42  400.76  14.33
407.49  473.04  65.55
392.45  416.67  24.22
372.13  405.20  33.07
622.62  659.87  37.25
398.76  422.34  23.58
431.09  432.15  1.06
769.95  741.63  -28.33
509.38  572.66  63.28
751.75  1104.20  352.44
508.24  528.83  20.58
562.85  556.11  -6.74
473.93  446.24  -27.69
522.37  547.76  25.39
479.89  512.04  32.15
397.93  442.90  44.97
439.24  458.66  19.42
368.18  447.07  78.89
415.09  429.64  14.55
630.57  656.15  25.58
482.56  521.64  39.08
691.26  720.15  28.89
551.47  610.05  58.58
431.34  580.48  149.13
492.31  431.10  -61.22
405.04  388.56  -16.48
418.18  431.61  13.43
534.71  570.15  35.44
1169.16  1081.55  -87.61
464.74  421.82  -42.91
665.39  531.88  -133.51
412.65  388.75  -23.91
406.67  397.47  -9.21
527.13  440.22  -86.90
507.40  397.17  -110.23
380.21  446.04  65.83
640.96  646.92  5.96
584.53  459.06  -125.46
595.46  661.51  66.05
568.84  520.30  -48.54
350.92  439.23  88.31
414.74  423.85  9.11
443.89  545.91  102.01
402.67  454.76  52.09
908.85  586.22  -322.63
445.69  458.80  13.10
364.17  409.55  45.37
405.34  400.07  -5.27
391.13  402.81  11.68
351.44  383.20  31.76
435.33  455.69  20.36
442.12  459.70  17.58
489.88  437.65  -52.23
450.39  515.66  65.27
401.36  404.83  3.47
591.97  675.51  83.54
400.38  422.57  22.19
598.72  626.42  27.70
397.46  482.52  85.06
357.55  421.10  63.56
665.63  593.11  -72.53
617.02  492.96  -124.06
611.75  508.13  -103.62
377.75  711.30  333.55
457.46  389.13  -68.33
